gene_id,COOY,CYOO,CYOY,XLOOO,XLOOY,XLOOY2,XLOOY3,XLYOY
ENSMUSG00000098104|Gm6085,241,187,164,227,238,202,249,281
ENSMUSG00000082245|Gm6292,0,0,0,0,0,0,0,0
ENSMUSG00000083889|E530001F21Rik,0,0,0,0,0,0,0,0
ENSMUSG00000085791|Rpl30-ps9,0,11,6,18,13,18,8,7
ENSMUSG00000083744|Gm14824,0,0,0,0,0,0,0,0
ENSMUSG00000065499|Mir384,0,0,0,0,0,0,0,0
ENSMUSG00000087620|5330434G04Rik,0,0,0,0,0,0,0,0
ENSMUSG00000065425|Mir325,0,0,0,0,0,0,0,0
ENSMUSG00000090132|Cypt2,0,0,0,0,0,0,0,0
ENSMUSG00000081976|Gm14823,0,0,0,0,0,0,0,0
ENSMUSG00000084376|Gm14855,0,0,0,0,0,0,0,0
ENSMUSG00000082275|Gm14854,0,0,0,0,0,0,0,0
ENSMUSG00000063442|Gm7117,0,0,0,0,0,0,0,3
ENSMUSG00000031230|Fgf16,0,0,3,0,0,0,0,0
ENSMUSG00000081081|Gm14856,0,0,0,0,0,0,0,0
ENSMUSG00000073012|Fnd3c2,0,0,0,0,0,0,0,0
ENSMUSG00000082618|Gm14852,0,0,0,0,0,0,0,0
ENSMUSG00000083814|Gm5133,0,0,0,0,0,0,0,0
ENSMUSG00000119174|mmu-mir-6382,0,0,0,0,0,0,0,0
ENSMUSG00000084219|Gm14876,0,0,0,0,0,0,0,0
ENSMUSG00000081778|Gm6325,0,0,0,0,0,0,0,0
ENSMUSG00000033737|Fndc3c1,0,0,0,0,0,4,0,0
ENSMUSG00000083063|Gm14882,0,0,0,0,0,0,0,0
ENSMUSG00000082939|Gm14881,0,0,0,0,0,0,0,0
ENSMUSG00000080841|Gm14880,0,0,0,0,0,0,0,0
ENSMUSG00000082630|Gm14834,0,0,0,6,4,0,0,13
ENSMUSG00000080898|Gm14836,0,0,0,0,0,0,0,0
ENSMUSG00000081131|Gm14833,0,0,0,0,0,0,0,0
ENSMUSG00000080758|Gm5392,0,0,0,0,0,0,0,0
ENSMUSG00000082172|Gm14835,0,0,0,0,0,0,0,0
ENSMUSG00000055700|4933401B06Rik,0,0,0,0,0,0,0,0
ENSMUSG00000031241|Tbx22,0,0,0,0,0,0,0,0
ENSMUSG00000073006|Wmp,0,0,0,0,0,0,0,0
ENSMUSG00000081807|Gm14849,0,0,0,0,0,0,0,0
ENSMUSG00000082354|Gm378,0,0,0,0,0,0,0,0
ENSMUSG00000081560|Gm9218,0,0,0,0,0,0,0,0
ENSMUSG00000081793|5730416F02Rik,0,0,0,0,0,0,3,0
ENSMUSG00000081681|Gm14868,0,0,0,0,0,0,0,0
ENSMUSG00000082853|Gm7134,0,0,0,0,0,0,0,0
ENSMUSG00000083641|Gm9225,0,0,0,0,0,0,0,0
ENSMUSG00000081211|Gm14886,0,0,0,0,0,0,0,0
ENSMUSG00000065907|Gm26108,0,0,0,0,0,0,0,0
ENSMUSG00000109088|Gm44593,0,0,0,0,0,0,0,0
ENSMUSG00000056854|Pou3f4,0,0,0,0,0,0,0,0
ENSMUSG00000073001|Cylc1,0,0,0,0,0,0,0,0
ENSMUSG00000062226|Gm10112,0,0,0,0,0,0,0,0
ENSMUSG00000025665|Rps6ka6,0,0,0,7,10,0,0,0
ENSMUSG00000034551|Hdx,0,8,0,9,7,15,12,0
ENSMUSG00000083898|Gm7340,0,0,4,2,0,0,0,0
ENSMUSG00000119898|BX545919.1,0,0,0,0,0,0,0,0
ENSMUSG00000082546|Gm14898,0,0,0,0,0,0,0,0
ENSMUSG00000082752|Gm14899,0,0,0,0,0,0,0,0
ENSMUSG00000082669|Gm5393,0,0,0,0,0,0,0,0
ENSMUSG00000025527|Satl1,0,0,0,0,0,0,0,0
ENSMUSG00000083520|Gm6418,0,0,6,0,0,0,0,0
ENSMUSG00000083818|Gm14908,0,0,0,0,0,0,0,0
ENSMUSG00000025528|2010106E10Rik,0,0,0,0,0,0,0,0
ENSMUSG00000025529|Zfp711,0,10,0,0,0,0,0,0
ENSMUSG00000034607|Pof1b,0,0,0,0,0,0,0,12
ENSMUSG00000081399|Gm14921,0,0,0,0,0,0,0,0
ENSMUSG00000084097|Gm14922,0,0,0,0,0,0,0,0
ENSMUSG00000082636|Gm14923,0,0,0,0,0,0,0,0
ENSMUSG00000081555|Gm6427,0,0,0,0,0,0,0,0
ENSMUSG00000083103|Gm6429,0,0,0,0,0,0,0,0
ENSMUSG00000081082|Gm14937,0,0,0,0,0,0,0,0
ENSMUSG00000082392|Gm14938,0,0,0,0,0,0,0,0
ENSMUSG00000084963|Gm14936,0,0,0,0,0,0,0,0
ENSMUSG00000083560|Gm14939,0,0,0,0,0,0,0,0
ENSMUSG00000081831|Gm7405,0,0,0,0,0,0,0,0
ENSMUSG00000025592|Dach2,0,7,0,0,0,0,0,0
ENSMUSG00000080428|Gm24831,0,0,0,0,0,0,0,0
ENSMUSG00000087765|Gm23985,0,0,0,0,0,0,0,0
ENSMUSG00000082511|Gm4915,0,0,0,0,0,0,0,0
ENSMUSG00000082567|Gm14896,0,0,0,0,0,0,0,0
ENSMUSG00000084031|Gm7416,0,0,0,0,0,0,0,0
ENSMUSG00000079963|Gm7146,0,0,0,0,0,0,0,0
ENSMUSG00000081354|Gm14894,0,0,0,0,0,0,0,0
ENSMUSG00000083561|Gm5942,0,0,0,0,0,0,0,0
ENSMUSG00000081160|Gm14897,0,0,0,0,0,0,0,0
ENSMUSG00000050435|Ube2dnl1,0,0,0,0,0,0,0,0
ENSMUSG00000047079|Ube2dnl2,0,0,0,0,0,0,0,0
ENSMUSG00000085619|4930555B12Rik,0,0,0,0,0,0,0,0
ENSMUSG00000082440|Gm4914,0,0,0,0,0,0,0,0
ENSMUSG00000083971|Gm5943,0,0,0,0,0,0,0,0
ENSMUSG00000083452|Gm14905,0,0,0,0,0,0,0,0
ENSMUSG00000098405|Gm27414,0,0,0,0,0,0,0,0
ENSMUSG00000080965|Gm6461,0,0,0,0,0,0,0,0
ENSMUSG00000081034|Gm5944,0,0,0,0,0,0,0,0
ENSMUSG00000118892|AL672298.1,0,0,0,0,0,0,0,0
ENSMUSG00000083663|Gm14903,0,0,0,0,0,0,0,0
ENSMUSG00000081124|Gm14906,0,0,0,0,0,0,0,0
ENSMUSG00000083352|Gm14907,0,0,0,0,0,0,0,0
ENSMUSG00000084053|Gm14904,0,0,0,0,0,0,0,0
ENSMUSG00000064551|Gm24624,0,0,0,0,0,0,0,0
ENSMUSG00000072995|Cpxcr1,0,0,0,0,0,0,0,0
ENSMUSG00000118921|BX005233.1,0,0,0,0,0,0,0,0
ENSMUSG00000082482|H2ab2,0,0,0,0,0,0,0,0
ENSMUSG00000119408|AC129181.1,0,0,0,0,0,0,0,0
ENSMUSG00000043295|Gm16373,0,0,0,0,0,0,0,0
ENSMUSG00000080954|Gm14919,0,0,0,0,0,0,0,0
ENSMUSG00000067441|H2ab1,0,0,0,0,0,0,0,0
ENSMUSG00000080852|Gm14918,0,0,0,0,0,0,0,0
ENSMUSG00000081134|Gm14913,0,0,0,0,0,0,0,0
ENSMUSG00000083345|Gm6491,0,0,0,0,0,0,0,0
ENSMUSG00000100780|Gm28579,0,0,0,0,0,0,0,0
ENSMUSG00000083602|Gm14911,0,0,0,0,0,0,0,0
ENSMUSG00000084283|Gm14914,0,0,0,0,0,0,0,0
ENSMUSG00000081659|Gm14917,0,0,0,0,0,0,0,0
ENSMUSG00000084324|Gm6500,0,0,0,0,0,0,0,0
ENSMUSG00000082403|Gm14916,0,0,0,0,0,0,0,0
ENSMUSG00000081466|Gm14912,0,0,0,0,0,0,0,0
ENSMUSG00000084138|Gm14915,0,0,0,0,0,0,0,0
ENSMUSG00000081268|Gm14909,0,0,0,0,0,0,0,0
ENSMUSG00000083031|Gm14910,0,0,0,0,0,0,0,0
ENSMUSG00000100194|Tgif2lx2,0,0,0,0,0,0,0,0
ENSMUSG00000100133|Tgif2lx1,0,0,0,0,0,0,0,0
ENSMUSG00000081171|Gm7485,0,0,0,0,0,0,0,0
ENSMUSG00000081587|Gm14926,0,0,0,0,0,0,0,0
ENSMUSG00000088313|Gm26182,0,0,0,0,0,0,0,0
ENSMUSG00000086431|Gm14929,0,0,0,0,0,0,0,0
ENSMUSG00000034732|Pabpc5,0,0,0,0,0,0,0,0
ENSMUSG00000083151|Gm4913,0,0,0,0,0,0,0,0
ENSMUSG00000084172|Gm16420,0,0,0,0,0,0,0,0
ENSMUSG00000082927|Gm5863,0,0,0,4,0,0,0,0
ENSMUSG00000082718|Gm14928,0,0,0,0,0,0,0,0
ENSMUSG00000034755|Pcdh11x,0,0,0,0,0,3,5,0
ENSMUSG00000083616|H2ab3,0,0,0,0,0,0,0,0
ENSMUSG00000083321|Gm14931,0,0,0,0,0,0,0,0
ENSMUSG00000081546|Gm14927,0,0,0,0,0,0,0,0
ENSMUSG00000081728|Gm14930,0,0,0,0,0,0,0,0
ENSMUSG00000083275|Gm4993,0,0,0,0,0,0,0,0
ENSMUSG00000077435|Gm22590,0,0,0,0,0,0,0,0
ENSMUSG00000080695|Gm5394,0,0,0,0,0,0,0,0
ENSMUSG00000083668|Gm5648,0,3,0,3,4,10,3,0
ENSMUSG00000083699|Gm14932,0,0,0,0,0,0,0,0
ENSMUSG00000088539|Gm23277,0,0,0,0,0,0,0,0
ENSMUSG00000082590|Gm14943,0,0,0,0,0,0,0,0
ENSMUSG00000084054|Gm14945,0,0,0,0,0,0,0,0
ENSMUSG00000084110|Gm4992,0,0,0,2,0,0,0,0
ENSMUSG00000082840|Gm16421,0,0,3,7,0,0,0,0
ENSMUSG00000081095|Gm14946,0,0,0,0,0,0,0,0
ENSMUSG00000083537|Gm14942,0,0,0,2,0,0,0,0
ENSMUSG00000086452|Gm14947,0,0,0,0,0,0,0,0
ENSMUSG00000083490|Gm14940,0,0,0,0,0,0,0,0
ENSMUSG00000094864|Gm17521,0,0,0,0,0,0,0,0
ENSMUSG00000095005|Astx6,0,0,0,0,0,0,0,0
ENSMUSG00000091821|Srsx,0,0,0,0,0,0,0,0
ENSMUSG00000095034|Gm17577,0,0,0,0,0,0,0,0
ENSMUSG00000084776|Gm14951,0,0,0,0,0,0,0,0
ENSMUSG00000096362|Rps12-ps21,0,0,0,0,0,0,0,0
ENSMUSG00000095521|Astx5,0,1,0,0,0,0,0,0
ENSMUSG00000094015|Rps12-ps20,0,0,0,0,0,0,0,0
ENSMUSG00000072049|Vmn2r121,0,0,0,0,0,0,0,0
ENSMUSG00000095420|Astx1a,0,0,0,0,0,0,0,0
ENSMUSG00000118451|Gm17584,0,0,0,0,0,0,0,0
ENSMUSG00000096318|Astx4a,0,0,0,0,0,0,0,0
ENSMUSG00000118453|Gm17469,0,0,0,0,0,0,0,0
ENSMUSG00000094675|Astx4b,0,0,0,0,0,0,0,0
ENSMUSG00000118442|Gm50465,0,0,0,0,0,0,0,0
ENSMUSG00000095283|Astx1b,0,2,0,0,0,0,0,0
ENSMUSG00000095017|Rps12-ps15,0,0,0,3,1,0,3,4
ENSMUSG00000118468|Gm17361,0,0,0,0,0,0,0,0
ENSMUSG00000118470|Gm50485,0,0,0,0,0,0,0,0
ENSMUSG00000118475|Gm21616,0,0,0,0,0,0,0,0
ENSMUSG00000118432|Gm50486,0,0,0,0,0,0,0,0
ENSMUSG00000094540|Astx4c,0,0,0,0,0,0,0,0
ENSMUSG00000118484|Gm17693,0,0,0,0,0,0,0,0
ENSMUSG00000095008|Astx1c,0,0,0,0,0,0,0,0
ENSMUSG00000095499|Rps12-ps14,0,2,0,2,1,1,1,2
ENSMUSG00000118464|Gm17522,0,0,0,0,0,0,0,0
ENSMUSG00000094342|Gm17522,0,0,0,0,0,0,0,0
ENSMUSG00000096897|Astx4d,0,0,0,0,0,0,0,0
ENSMUSG00000096437|Rps12-ps16,0,1,0,2,1,1,1,1
ENSMUSG00000118418|Gm17267,0,0,0,0,0,0,0,0
ENSMUSG00000095563|Astx3,0,0,0,0,0,0,0,0
ENSMUSG00000083294|Gm14957,0,0,0,0,0,4,0,0
ENSMUSG00000081736|Gm14971,0,0,0,0,0,0,0,0
ENSMUSG00000082611|Gm7746,0,0,0,0,0,0,0,0
ENSMUSG00000058670|4932411N23Rik,0,0,0,0,0,0,0,0
ENSMUSG00000088282|Gm23586,0,0,0,0,0,0,0,0
ENSMUSG00000082772|Gm381,0,0,0,0,0,0,0,0
ENSMUSG00000081639|Gm14973,0,0,0,0,0,0,0,0
ENSMUSG00000082690|Gm14972,0,0,0,0,0,0,0,0
ENSMUSG00000062791|Gm382,0,0,0,0,0,0,0,0
ENSMUSG00000089372|Gm22139,0,0,0,0,0,0,0,0
ENSMUSG00000049815|4921511C20Rik,0,0,0,0,0,0,0,0
ENSMUSG00000043569|Cldn34c4,0,0,0,0,0,0,0,0
ENSMUSG00000119321|MG954293.1,0,0,0,0,0,0,0,0
ENSMUSG00000083250|Gm5403,0,0,0,0,0,0,0,0
ENSMUSG00000119813|AL805933.1,0,0,0,0,0,0,0,0
ENSMUSG00000081739|Mdm4-ps,0,8,3,3,0,4,0,2
ENSMUSG00000082126|Gm14975,0,0,0,0,0,0,0,0
ENSMUSG00000085722|Gm4916,0,0,0,0,0,0,0,0
ENSMUSG00000103504|Gm38390,0,0,0,0,0,0,0,0
ENSMUSG00000065898|Gm24522,0,0,0,0,0,0,0,0
ENSMUSG00000086244|4930558G05Rik,0,0,0,0,0,0,0,0
ENSMUSG00000089284|Gm26029,0,0,0,0,0,0,0,0
ENSMUSG00000084337|Gm14986,0,0,0,0,0,0,0,0
ENSMUSG00000081900|Gm14985,0,0,0,0,0,0,0,0
ENSMUSG00000081874|Gm14983,0,0,0,0,0,0,0,0
ENSMUSG00000083920|Gm14987,0,0,0,0,0,0,0,0
ENSMUSG00000081456|Gm7781,0,0,0,0,0,0,4,0
ENSMUSG00000083024|Gm14982,0,0,0,0,0,0,0,0
ENSMUSG00000077379|Gm25170,0,0,0,0,0,0,0,0
ENSMUSG00000084256|Gm14976,0,0,0,0,0,0,0,0
ENSMUSG00000083999|Gm7790,0,0,0,0,0,0,0,0
ENSMUSG00000081072|Gm14977,0,0,0,0,0,0,0,0
ENSMUSG00000119916|BX088537.1,0,0,0,0,0,0,0,0
ENSMUSG00000082117|Gm4994,0,0,0,0,0,0,0,0
ENSMUSG00000082205|Gm7058,0,0,0,0,0,0,0,0
ENSMUSG00000082537|Gm14981,0,0,0,0,0,0,0,0
ENSMUSG00000089128|Gm26406,0,0,0,0,0,0,0,0
ENSMUSG00000077628|Gm23768,0,0,0,0,0,0,0,0
ENSMUSG00000083177|Gm7820,0,0,0,0,0,0,0,0
ENSMUSG00000083205|Gm7821,0,0,0,0,0,0,0,0
ENSMUSG00000082905|Gm7823,0,0,0,0,0,3,4,3
ENSMUSG00000083858|Gm14979,0,0,0,0,0,0,0,0
ENSMUSG00000083062|Gm14980,0,0,0,0,0,0,0,0
ENSMUSG00000031250|Tnmd,0,0,0,0,0,0,0,0
ENSMUSG00000084875|4930570D08Rik,0,0,0,0,0,0,0,0
ENSMUSG00000080788|Gm7841,0,0,0,0,0,0,0,0
ENSMUSG00000033578|Tmem35a,0,3,11,0,0,7,0,0
ENSMUSG00000000223|Drp2,0,0,0,0,6,15,4,0
ENSMUSG00000009596|Taf7l,0,0,0,0,0,0,0,0
ENSMUSG00000070641|Gm16410,0,0,0,0,0,0,0,0
ENSMUSG00000088275|Gm23124,0,0,0,0,0,0,0,0
ENSMUSG00000085226|Gm7855,0,0,3,0,0,0,0,0
ENSMUSG00000082655|Gm7857,0,0,0,0,0,2,0,0
ENSMUSG00000087024|B230119M05Rik,0,0,0,0,0,0,0,0
ENSMUSG00000102207|Gm10344,0,0,4,0,0,0,0,0
ENSMUSG00000083236|Gm7222,0,0,0,0,0,0,0,0
ENSMUSG00000081292|Gm15018,0,0,0,0,0,0,0,0
ENSMUSG00000009941|Nxf2,0,0,0,6,6,5,4,0
ENSMUSG00000089759|3632454L22Rik,0,0,4,0,0,4,0,0
ENSMUSG00000081146|Gm6207,0,0,0,0,0,0,0,0
ENSMUSG00000085556|Gm15020,0,0,0,0,0,0,0,0
ENSMUSG00000119932|AL954643.1,0,0,0,0,0,0,0,0
ENSMUSG00000079432|Gm15023,0,0,0,0,0,0,0,0
ENSMUSG00000031409|Tceal6,0,0,0,0,3,0,7,0
ENSMUSG00000119443|AL731676.2,0,0,0,0,0,0,0,0
ENSMUSG00000081709|Gm15022,0,0,0,0,0,0,0,0
ENSMUSG00000082071|Pramex2,0,0,0,0,0,0,0,0
ENSMUSG00000067360|Pramel3,0,0,0,0,0,0,0,0
ENSMUSG00000119221|AL731676.1,0,0,0,0,0,0,0,0
ENSMUSG00000087428|Gm15017,0,0,0,0,0,0,0,0
ENSMUSG00000095599|Gm6215,0,0,0,0,0,0,0,0
ENSMUSG00000094004|Gm5128,0,0,0,0,0,0,0,0
ENSMUSG00000118957|BX571775.1,0,0,0,0,0,0,0,0
ENSMUSG00000095964|Gm6221,0,0,0,0,0,0,0,0
ENSMUSG00000096508|Gm7903,0,0,0,0,0,0,0,0
ENSMUSG00000119763|AL954640.2,0,0,0,0,0,0,0,0
ENSMUSG00000094371|Gm7905,0,0,0,0,0,0,0,0
ENSMUSG00000054994|AV320801,0,0,0,0,0,0,0,0
ENSMUSG00000119569|AL954640.1,0,0,0,0,0,0,0,0
ENSMUSG00000086685|Gm15015,0,0,0,0,0,0,0,0
ENSMUSG00000096119|Gm6228,0,0,0,0,0,0,0,0
ENSMUSG00000031410|Nxf7,0,4,0,0,7,4,0,0
ENSMUSG00000031411|Pramex1,0,0,0,0,0,0,0,0
ENSMUSG00000082602|Gm15021,0,0,0,0,0,0,0,0
ENSMUSG00000058252|Tcp11x2,0,0,0,6,0,0,0,0
ENSMUSG00000060726|Tmsb15a,0,0,0,0,0,0,3,0
ENSMUSG00000084330|Gm15019,0,0,0,0,0,0,0,0
ENSMUSG00000083223|Gm15016,0,0,0,0,0,0,0,0
ENSMUSG00000042750|Bex2,0,12,0,28,0,4,24,19
ENSMUSG00000057000|Nxf3,0,0,0,0,0,0,0,0
ENSMUSG00000087553|5730412P04Rik,0,0,0,0,0,0,0,0
ENSMUSG00000098493|Mir6383,0,0,0,0,0,0,0,0
ENSMUSG00000119032|AL671493.1,0,0,0,0,0,0,0,0
ENSMUSG00000083470|Nsa2-ps2,0,0,0,0,0,4,0,0
ENSMUSG00000083324|Gm14997,0,0,0,0,0,0,0,0
ENSMUSG00000083162|Gm4917,0,0,0,4,0,0,0,0
ENSMUSG00000084245|Gm14994,0,0,0,0,0,0,0,0
ENSMUSG00000082261|Gm14999,0,0,0,0,0,0,0,0
ENSMUSG00000083517|Gm14998,0,0,0,0,0,0,0,0
ENSMUSG00000081507|Gm14993,0,0,0,0,0,0,0,0
ENSMUSG00000096589|Gm14992,0,0,0,0,0,0,0,0
ENSMUSG00000095327|Gm14996,0,0,0,0,0,0,0,0
ENSMUSG00000082358|Gm14990,0,0,0,0,0,0,0,0
ENSMUSG00000081286|Gm14995,0,0,0,0,0,0,0,0
ENSMUSG00000057439|Kir3dl2,0,0,0,0,0,0,0,0
ENSMUSG00000082021|Gm14991,0,0,0,0,0,0,0,0
ENSMUSG00000031424|Kir3dl1,0,0,0,0,0,0,0,0
ENSMUSG00000083828|Gm15006,0,0,0,0,0,0,0,0
ENSMUSG00000082504|Gm15003,0,0,0,0,0,0,0,0
ENSMUSG00000095702|Gm15005,0,0,0,0,0,0,0,0
ENSMUSG00000082421|Gm15004,0,0,0,0,0,0,0,0
ENSMUSG00000043463|Rab9b,0,0,0,0,0,0,0,0
ENSMUSG00000082563|Gm15026,0,0,0,0,0,0,0,0
ENSMUSG00000080953|Gm15025,0,0,0,0,0,0,0,0
ENSMUSG00000048155|H2bw2,0,0,0,0,0,0,0,0
ENSMUSG00000089191|Gm25770,0,0,0,0,0,0,0,0
ENSMUSG00000084086|Gm5761,0,0,0,0,0,0,4,0
ENSMUSG00000081938|Gm15039,0,0,0,0,0,0,0,0
ENSMUSG00000095988|Gm15042,0,0,0,0,0,0,0,0
ENSMUSG00000095591|Gm15045,0,0,0,0,0,0,0,0
ENSMUSG00000082011|Gm15043,0,0,0,0,0,0,0,0
ENSMUSG00000083493|Gm15044,0,0,0,0,0,0,0,0
ENSMUSG00000023443|Esx1,0,0,0,0,0,0,0,0
ENSMUSG00000082696|Gm15040,0,0,0,0,0,0,0,0
ENSMUSG00000081349|Gm15041,0,0,0,0,0,0,0,0
ENSMUSG00000082955|Gm8036,0,0,0,0,0,3,0,0
ENSMUSG00000059203|Il1rapl2,0,0,0,0,0,0,0,0
ENSMUSG00000082135|Gm14988,0,0,0,0,0,0,0,0
ENSMUSG00000084118|Gm14989,0,0,0,0,0,0,0,0
ENSMUSG00000071686|Tex13a,0,0,0,0,0,0,0,0
ENSMUSG00000118858|AL672205.1,0,0,0,0,0,0,0,0
ENSMUSG00000087832|Gm23958,0,0,0,0,0,0,0,0
ENSMUSG00000081017|Gm15000,0,0,0,0,0,0,0,0
ENSMUSG00000083053|Gm15001,0,0,0,0,0,0,0,0
ENSMUSG00000052854|Nrk,0,0,0,0,0,0,0,5
ENSMUSG00000031270|4930513O06Rik,0,13,6,6,8,8,3,11
ENSMUSG00000042525|4933428M09Rik,0,0,0,0,0,0,0,0
ENSMUSG00000083180|Gm15007,0,0,0,0,0,0,0,0
ENSMUSG00000086807|Platr21,0,0,0,0,0,0,0,0
ENSMUSG00000081869|Gm15002,0,0,0,0,0,0,0,0
ENSMUSG00000051257|Trap1a,0,0,0,0,0,0,0,0
ENSMUSG00000084205|Gm8061,0,0,0,0,0,0,0,0
ENSMUSG00000082018|Gm6322,0,0,0,0,0,0,0,0
ENSMUSG00000081018|Gm15012,0,0,0,0,0,0,0,0
ENSMUSG00000042433|Dnaaf6b,0,0,0,0,0,0,0,0
ENSMUSG00000081761|Gm6298,0,0,0,0,0,0,0,0
ENSMUSG00000118742|AL714021.1,0,0,0,0,0,0,0,0
ENSMUSG00000086441|Gm15046,0,0,0,0,0,0,0,0
ENSMUSG00000093102|Mir3475,0,0,0,0,0,0,0,0
ENSMUSG00000042425|Frmpd3,0,0,0,0,0,0,0,0
ENSMUSG00000082031|Gm8097,0,0,0,0,0,0,0,0
ENSMUSG00000081408|Gm15047,0,0,0,0,0,0,0,0
ENSMUSG00000085146|Eif2c5,0,0,0,0,0,0,0,0
ENSMUSG00000083646|Gm6088,0,0,0,3,0,0,4,0
ENSMUSG00000082165|Gm7091,0,0,0,0,0,0,0,0
ENSMUSG00000031430|Vsig1,0,0,0,0,0,0,0,9
ENSMUSG00000054667|Irs4,0,0,0,0,0,0,0,0
ENSMUSG00000086426|Gm15295,0,0,0,0,0,0,0,0
ENSMUSG00000083741|Gm15297,0,0,0,0,0,0,0,0
ENSMUSG00000085466|Hmgn2l6,0,0,0,0,0,0,0,0
ENSMUSG00000081607|Gm15294,0,0,0,0,0,0,0,0
ENSMUSG00000086907|Gm15298,0,0,0,0,0,0,0,0
ENSMUSG00000082291|Gm5762,0,0,0,0,0,0,0,0
ENSMUSG00000083026|Gm6373,0,0,0,0,0,0,0,0
ENSMUSG00000042282|Gucy2f,0,0,0,0,0,0,0,0
ENSMUSG00000082890|Gm15014,0,0,0,0,0,0,0,0
ENSMUSG00000090122|Kcne1l,0,3,4,0,0,0,0,0
ENSMUSG00000082929|Gm6067,0,0,0,0,0,0,0,0
ENSMUSG00000071680|Gm7123,0,0,0,0,0,0,0,0
ENSMUSG00000081365|Gm15031,0,0,0,0,0,0,0,0
ENSMUSG00000077453|Gm25915,0,0,0,0,0,0,0,0
ENSMUSG00000081568|Gm15032,0,0,0,3,0,0,3,0
ENSMUSG00000085584|Rtl9,0,0,0,0,0,0,3,0
ENSMUSG00000083089|Gm4760,0,0,0,0,0,0,2,0
ENSMUSG00000088047|Gm23325,0,0,0,0,0,0,0,0
ENSMUSG00000031284|Pak3,0,7,0,0,0,0,0,0
ENSMUSG00000082060|Gm15048,0,0,0,0,0,0,0,0
ENSMUSG00000085139|A730046J19Rik,0,0,0,3,0,6,0,0
ENSMUSG00000082121|Gm8199,0,0,0,0,0,0,0,0
ENSMUSG00000084361|Gm8202,0,0,0,0,0,0,0,0
ENSMUSG00000081897|Gm15067,0,0,0,0,0,0,0,0
ENSMUSG00000083200|Gm15066,0,0,0,0,0,0,0,0
ENSMUSG00000119604|AL713978.1,0,0,0,0,0,0,0,0
ENSMUSG00000119616|mmu-mir-680-2,0,0,0,0,0,0,0,0
ENSMUSG00000041710|Trpc5,0,0,0,4,0,0,0,0
ENSMUSG00000072934|Trpc5os,0,0,0,0,0,0,0,0
ENSMUSG00000081635|Gm15071,0,0,0,0,0,0,0,0
ENSMUSG00000082106|Mageb16-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000071679|Rtl4,0,0,0,3,0,0,0,0
ENSMUSG00000084303|Gm8216,0,0,0,0,0,0,0,0
ENSMUSG00000118971|mmu-mir-3472,0,0,0,0,0,0,0,0
ENSMUSG00000077230|Gm25097,0,0,0,0,0,0,0,0
ENSMUSG00000081336|Gm15073,0,0,0,0,0,0,0,0
ENSMUSG00000082085|Gm6441,0,0,0,0,0,0,0,0
ENSMUSG00000041700|Lhfpl1,0,2,0,0,0,0,0,0
ENSMUSG00000081646|Gm15060,0,0,0,0,0,0,0,0
ENSMUSG00000082773|Gm15058,0,0,0,0,0,0,0,0
ENSMUSG00000080915|Gm6446,0,0,0,0,0,0,0,0
ENSMUSG00000083375|Gm15057,0,0,0,0,0,0,0,0
ENSMUSG00000083908|Gm6447,0,0,0,0,0,0,0,0
ENSMUSG00000080755|Gm15062,0,0,0,0,0,0,0,0
ENSMUSG00000083960|Gm4918,0,0,0,0,0,0,0,0
ENSMUSG00000084161|Gm15061,0,0,0,0,0,0,0,0
ENSMUSG00000081197|Gm15076,0,0,0,0,0,0,0,0
ENSMUSG00000081718|Gm8261,0,0,3,9,2,0,0,7
ENSMUSG00000084147|Gm15075,0,0,0,0,0,0,0,0
ENSMUSG00000082594|Gm15074,0,0,0,0,0,0,0,0
ENSMUSG00000084061|Gm4996,0,4,0,0,10,0,0,0
ENSMUSG00000041380|Htr2c,0,0,0,0,0,0,0,0
ENSMUSG00000077767|Snora35,0,0,0,0,0,0,0,0
ENSMUSG00000092879|Gm22650,0,0,0,0,0,0,0,0
ENSMUSG00000076458|Mir764,0,0,0,0,0,0,0,0
ENSMUSG00000093039|Mir1912,0,0,0,0,0,0,0,0
ENSMUSG00000093122|Mir1264,0,0,0,0,0,0,0,0
ENSMUSG00000080331|Mir1298,0,0,0,0,0,0,0,0
ENSMUSG00000084713|Gm24627,0,0,0,0,0,0,0,0
ENSMUSG00000065450|Mir448,0,0,0,0,0,0,0,0
ENSMUSG00000067262|Vmn1r239-ps,0,0,0,0,0,0,0,0
ENSMUSG00000031290|Lrch2,0,3,0,0,0,13,0,7
ENSMUSG00000084421|Gm25107,0,0,0,0,0,0,0,0
ENSMUSG00000080250|Gm16400,0,0,0,0,0,0,0,0
ENSMUSG00000084191|Gm15167,0,0,0,0,0,0,0,0
ENSMUSG00000085441|Gm8289,0,0,0,0,0,0,0,0
ENSMUSG00000095872|Gm15128,0,0,0,0,0,0,0,0
ENSMUSG00000083970|Gm15081,0,0,0,0,0,0,0,0
ENSMUSG00000072931|Gm15080,0,0,0,0,0,0,0,0
ENSMUSG00000080046|Gm15108,0,0,0,0,0,0,0,0
ENSMUSG00000083809|Gm15110,0,0,0,0,0,0,0,0
ENSMUSG00000094643|Gm8303,0,0,0,0,0,0,0,0
ENSMUSG00000072930|Gm15107,0,0,0,0,0,0,0,0
ENSMUSG00000072929|Gm15109,0,0,0,0,0,0,0,0
